region,city,city_region,latitude,longitude,lat_lon_hdbscan_cluster_05_03,lat_lon_hdbscan_cluster_10_03,lat_lon_hdbscan_cluster_20_03,region_id,city_region_id
Башкортостан,Шаран,Шаран Башкортостан,54.815259,53.9992392,56,34,18,1,1754
Оренбургская область,Сакмара,Сакмара Оренбургская область,51.98394099999999,55.3417939,49,27,15,14,1365
Воронежская область,Хреновое,Хреновое Воронежская область,51.1132119,40.2897351,38,22,11,5,1697
Ставропольский край,Татарка,Татарка Ставропольский край,44.9598579,41.9394198,46,43,9,20,1554
Краснодарский край,Нововеличковская,Нововеличковская Краснодарский край,45.2762888,38.8489494,46,41,9,9,1055
Кемеровская область,Мундыбаш,Мундыбаш Кемеровская область,53.2140133,87.2799316,24,11,7,8,973
Краснодарский край,Шкуринская,Шкуринская Краснодарский край,46.5912443,39.3582598,46,40,9,9,1775
Ярославская область,Петровское,Петровское Ярославская область,57.00964889999999,39.2690257,3,2,1,27,1223
Красноярский край,Краснотуранск,Краснотуранск Красноярский край,54.3204104,91.54811339999999,11,7,-1,10,764
Тульская область,Грицовский,Грицовский Тульская область,54.135148,38.157559,9,6,4,22,414
Ставропольский край,Краснокумское,Краснокумское Ставропольский край,44.17893,43.4910283,46,39,9,20,759
Нижегородская область,Вад,Вад Нижегородская область,55.5301894,44.2021399,3,2,1,11,268
Новосибирская область,Чистоозерное,Чистоозерное Новосибирская область,54.7083048,76.5808376,12,8,5,12,1742
Свердловская область,Байкалово,Байкалово Свердловская область,57.3989951,63.76221109999999,-1,-1,-1,19,109
Кемеровская область,Краснобродский,Краснобродский Кемеровская область,54.15782919999999,86.44526110000001,25,11,7,8,744
Челябинская область,Роза,Роза Челябинская область,54.9094898,61.4598458,61,30,20,26,1341
Пермский край,Усолье,Усолье Пермский край,59.4254685,56.6803807,34,19,-1,15,1655
Ростовская область,Гигант,Гигант Ростовская область,46.5055094,41.3456593,46,-1,9,16,371
Челябинская область,Еманжелинка,Еманжелинка Челябинская область,54.8060577,61.2907894,61,30,20,26,489
Ставропольский край,Благодатное,Благодатное Ставропольский край,45.3934915,42.5902261,46,-1,9,20,187
Самарская область,Стройкерамика,Стройкерамика Самарская область,53.271932,50.402645,58,36,19,17,1511
Краснодарский край,Венцы,Венцы Краснодарский край,45.3727904,40.829856,46,44,9,9,283
Самарская область,Дубовый Умет,Дубовый Умет Самарская область,52.9782101,50.2923582,58,36,19,17,469
Челябинская область,Бердяуш,Бердяуш Челябинская область,55.1542769,59.1516053,62,30,20,26,159
Калининградская область,Южный,Южный Калининградская область,54.55086290000001,20.6014192,0,0,0,7,1791
Ростовская область,Большая Орловка,Большая Орловка Ростовская область,47.3302543,41.2684316,-1,-1,9,16,212
Челябинская область,Бродокалмак,Бродокалмак Челябинская область,55.57474939999999,62.07252980000001,-1,-1,-1,26,245
